date,county,state,cases,deaths,stay_at_home_announced,stay_at_home_effective,lat,lon,total_population,area_sqmi,population_density_per_sqmi,percent_smokers,percent_adults_with_obesity,percent_physically_inactive,percent_excessive_drinking,percent_uninsured,percent_unemployed_CHR,violent_crime_rate,percent_drive_alone_to_work,life_expectancy,percent_65_and_over,per_capita_income,percent_below_poverty,date_stay_at_home_announced,date_stay_at_home_effective,,,normalized data
4/7/2020,Onondaga,New York,377,7,yes,yes,43.00582128,-76.19463912,0.054757166,0.225793787,0.021323921,0.242444124,0.226804124,0.18597561,0.158666404,0.150333184,0.099283686,0.455076202,0.632259335,0.027379837,0.107440211,0.175157195,0.485436893,3/20/2020,3/22/2020,,,
4/7/2020,Ontario,New York,39,0,yes,yes,42.85285712,-77.29982237,0.012379282,0.1756506,0.005956677,0.150527866,0.317010309,0.231707317,0.12489934,0.076904755,0.090598911,0.177313466,0.670264084,0.03139923,0.200207502,0.20116945,0.247572816,3/20/2020,3/22/2020,,,
4/7/2020,Orange,New York,3599,76,yes,yes,41.40214154,-74.30554519,0.043907671,0.238448946,0.016403369,0.209458494,0.25,0.304878049,0.068325649,0.225311001,0.088799906,0.33222438,0.567809256,0.035747102,0.01115153,0.196123193,0.359223301,3/20/2020,3/22/2020,,,
4/7/2020,Orleans,New York,15,0,yes,yes,43.25208588,-78.23121606,0.004400989,0.081296492,0.003721142,0.311065993,0.448453608,0.521341463,0.082076544,0.212262146,0.236880541,0.208689583,0.631405954,0.005786695,0.135936401,0.037126036,0.504854369,3/20/2020,3/22/2020,,,
4/7/2020,Oswego,New York,34,2,yes,yes,43.42693252,-76.14136255,0.013686662,0.290451273,0.004414078,0.394752548,0.345360825,0.341463415,0.164130848,0.178433553,0.315279741,0.275903891,0.65735527,0.010739413,0.085455557,0.056189675,0.63592233,3/20/2020,3/22/2020,,,
4/7/2020,Otsego,New York,34,2,yes,yes,42.63376255,-75.03259838,0.006651177,0.309144342,0.002071235,0.228919893,0.229381443,0.210365854,0.138360994,0.169071915,0.150583948,0.16845435,0.566048709,0.032043694,0.240396734,0.070307181,0.538834951,3/20/2020,3/22/2020,,,
4/7/2020,Putnam,New York,366,13,yes,yes,41.42667122,-73.74948182,0.011192559,0.021223411,0.015279451,0.075197573,0.06443299,0.161585366,0.198703073,0.135649216,0.054545087,0,0.592376714,0.063688531,0.118117692,0.410809404,0,3/20/2020,3/22/2020,,,
4/7/2020,Rensselaer,New York,91,3,yes,yes,42.71108726,-73.50971957,0.018348229,0.178777948,0.008636899,0.178566872,0.24742268,0.164634146,0.107963757,0.09086548,0.083728663,0.433801626,0.647030586,0.021626599,0.105069589,0.201269574,0.349514563,3/20/2020,3/22/2020,,,
4/7/2020,Rockland,New York,5990,119,yes,yes,41.15238484,-74.02405399,0.037573442,0,0.066171998,0.05026607,0.06443299,0.280487805,0,0.26158672,0.060647011,0.123291586,0.524445297,0.07178577,0.064702095,0.281929593,0.451456311,3/20/2020,3/22/2020,,,
4/7/2020,Saratoga,New York,163,3,yes,yes,43.10738859,-73.8638993,0.026026119,0.237583135,0.009795502,0.190908302,0.134020619,0.137195122,0.170321934,0,0.029264754,0.091613943,0.66951726,0.045817494,0.142699721,0.3224999,0.058252427,3/20/2020,3/22/2020,,,
4/7/2020,Schenectady,New York,145,8,yes,yes,42.81813596,-74.05857312,0.017743878,0.011618941,0.026867517,0.156076579,0.229381443,0.216463415,0.119924357,0.127409737,0.101689552,0.644330348,0.652798298,0.021452698,0.110274226,0.154872041,0.330097087,3/20/2020,3/22/2020,,,
4/7/2020,Schoharie,New York,12,0,yes,yes,42.58822526,-74.44211595,0.003187204,0.167348434,0.001716851,0.201198789,0.394329897,0.307926829,0.096398182,0.172837522,0.21941705,0.069482159,0.620758816,0.041918867,0.261952365,0.083303296,0.432038835,3/20/2020,3/22/2020,,,
4/7/2020,Schuyler,New York,4,0,yes,yes,42.39381238,-76.87517411,0.001611801,0.05780872,0.001892104,0.266944034,0.296391753,0.283536585,0.094974859,0.177498708,0.262826541,0.038314871,0.603304359,0.011190971,0.245324444,0.070607553,0.45631068,3/20/2020,3/22/2020,,,
4/7/2020,Seneca,New York,10,0,yes,yes,42.78106207,-76.82378508,0.003585339,0.056082962,0.00375843,0.246483078,0.451030928,0.460365854,0.123688267,0.298967872,0.080077479,0.258575054,0.633452132,0.004264224,0.177441782,0.084144339,0.349514563,3/20/2020,3/22/2020,,,
4/7/2020,St. Lawrence,New York,63,0,yes,yes,44.49640532,-75.06908479,0.01262497,0.935262625,0.001385544,0.329659311,0.31443299,0.417682927,0.211848302,0.304114633,0.337342128,0.164965161,0.60209057,0.023137822,0.120118269,0.036745564,0.67961165,3/20/2020,3/22/2020,,,
4/7/2020,Steuben,New York,79,4,yes,yes,42.26781771,-77.38378967,0.011044012,0.454275905,0.002417134,0.223124539,0.335051546,0.341463415,0.096986023,0.276105457,0.233960069,0.218304862,0.638640168,0.018526325,0.192205381,0.107172894,0.480582524,3/20/2020,3/22/2020,,,
4/7/2020,Suffolk,New York,15561,266,yes,yes,40.86546056,-72.85272469,0.176487814,0.275563347,0.058440051,0.074876673,0.100515464,0.259146341,0.055968807,0.199583453,0.077805548,0.127838908,0.628454721,0.041963878,0.102172823,0.346449598,0.101941748,3/20/2020,3/22/2020,,,
4/7/2020,Sullivan,New York,270,7,yes,yes,41.71643337,-74.76811954,0.008404789,0.296607143,0.002692526,0.263047112,0.304123711,0.362804878,0.047606702,0.329348897,0.113485227,0.35971551,0.65628074,0.009161731,0.166021969,0.111938804,0.577669903,3/20/2020,3/22/2020,,,
4/7/2020,Tioga,New York,10,0,yes,yes,42.17034279,-76.3063534,0.005312244,0.128826888,0.00331318,0.237127518,0.365979381,0.353658537,0.158222914,0.115419525,0.156195058,0.112940644,0.681678754,0.039196899,0.211886166,0.163723017,0.281553398,3/20/2020,3/22/2020,,,
4/7/2020,Tompkins,New York,102,0,yes,yes,42.45203536,-76.47363983,0.011766894,0.112419167,0.007728591,0.156362013,0.051546392,0,0.145153424,0.187635283,0.048393901,0.125670947,0.417101181,0.042226027,0.026423677,0.148383996,0.723300971,3/20/2020,3/22/2020,,,
4/7/2020,Ulster,New York,402,5,yes,yes,41.88814953,-74.25855891,0.020776272,0.354869059,0.005622545,0.24046057,0.198453608,0.158536585,0.047807792,0.360436922,0.083699534,0.212118277,0.601153423,0.031685677,0.195513129,0.20589531,0.378640777,3/20/2020,3/22/2020,,,
4/7/2020,Warren,New York,31,1,yes,yes,43.56097562,-73.84601831,0.007115845,0.258950555,0.00256905,0.15993705,0.25257732,0.131097561,0.136127298,0.171306792,0.193984347,0.151973814,0.653060128,0.024928081,0.274115345,0.203732628,0.286407767,3/20/2020,3/22/2020,,,
4/7/2020,Washington,New York,19,1,yes,yes,43.31372182,-73.43075357,0.006826786,0.245485032,0.002579951,0.220843998,0.332474227,0.307926829,0.095104274,0.211598335,0.119564329,0.156668368,0.649458689,0.016721549,0.185781972,0.07453242,0.373786408,3/20/2020,3/22/2020,,,
4/7/2020,Wayne,New York,35,0,yes,yes,43.15664568,-77.02937521,0.010302222,0.160632959,0.005323114,0.260284171,0.402061856,0.417682927,0.144172338,0.120192711,0.122242031,0.219830989,0.684750037,0.018248942,0.166626902,0.094737474,0.325242718,3/20/2020,3/22/2020,,,
4/7/2020,Westchester,New York,14804,304,yes,yes,41.16241857,-73.75605732,0.113984453,0.095947119,0.080107274,0.007817616,0,0.167682927,0.026977584,0.376315364,0.083229014,0.291124054,0.374043146,0.075855821,0.108256439,0.569906684,0.223300971,3/20/2020,3/22/2020,,,
4/7/2020,Wyoming,New York,23,1,yes,yes,42.70237635,-78.22445806,0.004318384,0.156499332,0.002381118,0.249882623,0.443298969,0.329268293,0.170189429,0.090637256,0.191974494,0.105784044,0.670907332,0.018819937,0.136369739,0.06271777,0.305825243,3/20/2020,3/22/2020,,,
4/7/2020,Yates,New York,2,0,yes,yes,42.63345793,-77.10547052,0.002411852,0.061470001,0.002547653,0.20884933,0.226804124,0.396341463,0.101922519,0.550208909,0.069420078,0.046689167,0.493365469,0.012444907,0.22877747,0.09057231,0.422330097,3/20/2020,3/22/2020,,,
4/8/2020,Albany,New York,342,10,yes,yes,42.60018537,-73.97355698,0.035830229,0.130396372,0.020882882,0.176827367,0.170103093,0.192073171,0.115023952,0.074882823,0.052702986,0.506903689,0.584417933,0.034275342,0.105131239,0.24850815,0.373786408,3/20/2020,3/22/2020,,,
4/8/2020,Allegany,New York,21,0,yes,yes,42.25741149,-78.02758908,0.005081919,0.319435505,0.001553534,0.285238711,0.391752577,0.414634146,0.116635704,0.248087804,0.338238598,0.247876315,0.582753669,0.009925241,0.170078214,0,0.577669903,3/20/2020,3/22/2020,,,
4/8/2020,Broome,New York,88,6,yes,yes,42.16025841,-75.81962426,0.022770608,0.198689475,0.009865624,0.229354145,0.18814433,0.222560976,0.209005831,0.18657782,0.226034368,0.450657826,0.642008403,0.017992709,0.172656213,0.088149305,0.59223301,3/20/2020,3/22/2020,,,
4/8/2020,Cattaraugus,New York,15,0,yes,yes,42.24861456,-78.67883817,0.008722446,0.423590987,0.002040223,0.295684471,0.43556701,0.332317073,0.069752417,0.32307977,0.297000956,0.251547237,0.666452336,0.008116621,0.175927262,0.027113621,0.597087379,3/20/2020,3/22/2020,,,
4/8/2020,Cayuga,New York,15,1,yes,yes,42.91750621,-76.5545096,0.008755181,0.193386794,0.003960931,0.240240263,0.345360825,0.271341463,0.14746898,0.153671178,0.169499806,0.326354116,0.674059895,0.02717446,0.174373679,0.102487084,0.300970874,3/20/2020,3/22/2020,,,
4/8/2020,Chautauqua,New York,17,1,yes,yes,42.22816645,-79.36632968,0.015014368,0.330978344,0.004329551,0.314628525,0.327319588,0.359756098,0.077461029,0.179205563,0.250194264,0.37698324,0.643917108,0.002084531,0.205436801,0.035463975,0.689320388,3/20/2020,3/22/2020,,,
4/8/2020,Chemung,New York,55,1,yes,yes,42.14126453,-76.76002922,0.009813919,0.087301715,0.007576174,0.298240114,0.394329897,0.381097561,0.154512914,0.048050188,0.196379622,0.244355837,0.666569046,0,0.169276974,0.094477152,0.519417476,3/20/2020,3/22/2020,,,
4/8/2020,Chenango,New York,53,0,yes,yes,42.49351284,-75.61159393,0.005269346,0.268782138,0.001867507,0.268924051,0.466494845,0.259146341,0.092493813,0.157550395,0.197699196,0.228202198,0.601619439,0.001539129,0.214362399,0.046597781,0.495145631,3/20/2020,3/22/2020,,,
4/8/2020,Clinton,New York,39,0,yes,yes,44.74618899,-73.67816545,0.009076856,0.322590283,0.0027006,0.295635646,0.37628866,0.329268293,0.159645514,0.192294351,0.155759825,0.184003557,0.636122722,0.02725856,0.108374888,0.07100805,0.529126214,3/20/2020,3/22/2020,,,
4/8/2020,Columbia,New York,72,4,yes,yes,42.25008973,-73.63179811,0.00675529,0.172143581,0.003374944,0.17929536,0.085051546,0.134146341,0.116898995,0.270520168,0,0.164188681,0.59088722,0.029593978,0.323830906,0.248027554,0.36407767,3/20/2020,3/22/2020,,,
4/8/2020,Cortland,New York,16,0,yes,yes,42.5950222,-76.07028084,0.005201631,0.1214231,0.003381968,0.218031438,0.37371134,0.289634146,0.211452141,0.054453056,0.257742412,0.06950811,0.613797221,0.012154462,0.090508323,0.063819136,0.417475728,3/20/2020,3/22/2020,,,
4/8/2020,Delaware,New York,37,0,yes,yes,42.19807776,-74.96647097,0.004937744,0.473641849,0.001050521,0.247155493,0.237113402,0.320121951,0.073496839,0.339358755,0.21985653,0.244544137,0.56995858,0.025340735,0.345981049,0.065581321,0.519417476,3/20/2020,3/22/2020,,,
4/8/2020,Dutchess,New York,1395,16,yes,yes,41.76515512,-73.74286139,0.034413772,0.232222017,0.013152162,0.204048694,0.159793814,0.164634146,0.163636142,0.187247264,0.053642918,0.2624799,0.58408805,0.040717062,0.12508357,0.27279827,0.194174757,3/20/2020,3/22/2020,,,
4/8/2020,Erie,New York,1205,38,yes,yes,42.76396105,-78.7323182,0.108418368,0.324435934,0.031408768,0.322389891,0.242268041,0.301829268,0.203206167,0.085512136,0.16015818,0.641000375,0.651401788,0.014512678,0.136818301,0.169450118,0.461165049,3/20/2020,3/22/2020,,,
4/8/2020,Essex,New York,7,0,yes,yes,44.11719802,-73.77260686,0.004006282,0.604892325,0.000669003,0.135366436,0.208762887,0.176829268,0.107459286,0.181828049,0.2288056,0.200075613,0.619750281,0.043720781,0.312571126,0.133705795,0.237864078,3/20/2020,3/22/2020,,,
4/8/2020,Franklin,New York,10,0,yes,yes,44.59286967,-74.30383648,0.005472727,0.543343745,0.001017926,0.399680126,0.340206186,0.411585366,0.135435819,0.430326908,0.269404946,0.228309255,0.608930522,0.0249215,0.100335489,0.043694181,0.67961165,3/20/2020,3/22/2020,,,
4/8/2020,Fulton,New York,14,0,yes,yes,43.11384403,-74.42215824,0.005861525,0.120186498,0.003806749,0.382806085,0.342783505,0.375,0.038736342,0.227306613,0.2600058,0.263166709,0.671229368,0.015201669,0.189445978,0.072369738,0.558252427,3/20/2020,3/22/2020,,,
4/8/2020,Genesee,New York,47,0,yes,yes,43.00093932,-78.19375953,0.00642357,0.119244512,0.004170465,0.251176207,0.409793814,0.432926829,0.149698226,0.125485227,0.125695807,0.290077831,0.674613185,0.011431073,0.160688967,0.098181745,0.354368932,3/20/2020,3/22/2020,,,
4/8/2020,Greene,New York,25,0,yes,yes,42.27652222,-74.12272257,0.005125526,0.176807214,0.002548719,0.225718058,0.18556701,0.286585366,0.122186521,0.223214643,0.174082999,0.298560801,0.644468992,0.017595544,0.270554316,0.096699908,0.378640777,3/20/2020,3/22/2020,,,
4/8/2020,Hamilton,New York,2,0,yes,yes,43.66113917,-74.49737806,0,0.576251494,0,0.145006193,0.231958763,0.140243902,0.018855012,0.351871311,0.514636143,0.043711781,0.661885294,0.033204219,0.562704362,0.118006328,0.296116505,3/20/2020,3/22/2020,,,
4/8/2020,Herkimer,New York,32,1,yes,yes,43.41971842,-74.96252576,0.006955953,0.462091997,0.001506724,0.35306391,0.291237113,0.399390244,0.081140168,0.137844696,0.232523104,0.274687748,0.631492305,0.024860887,0.225730655,0.064079459,0.427184466,3/20/2020,3/22/2020,,,
4/8/2020,Jefferson,New York,40,0,yes,yes,44.05014625,-75.91801524,0.013385668,0.408787647,0.003215106,0.256366079,0.350515464,0.344512195,0.183214255,0.107226993,0.335981639,0.277646283,0.603333246,0.016815018,0,0.053946894,0.45631068,3/20/2020,3/22/2020,,,
4/8/2020,Lewis,New York,8,0,yes,yes,43.78466536,-75.44885063,0.002648322,0.411006081,0.000660193,0.238531945,0.458762887,0.408536585,0.130258587,0.243715527,0.32493501,0.140550799,0.616033993,0.028486008,0.148774812,0.075133165,0.427184466,3/20/2020,3/22/2020,,,
4/8/2020,Livingston,New York,28,0,yes,yes,42.72807066,-77.77549631,0.007081692,0.171059644,0.003546658,0.219302702,0.381443299,0.216463415,0.153882332,0.076591077,0.147005938,0.125489701,0.649646464,0.033738502,0.134811379,0.062437422,0.470873786,3/20/2020,3/22/2020,,,
4/8/2020,Madison,New York,92,1,yes,yes,42.91277594,-75.66965057,0.007964111,0.179682313,0.003824318,0.210397638,0.24742268,0.243902439,0.154794911,0.144426038,0.215593997,0.174142501,0.639188478,0.045064166,0.148124004,0.107052745,0.325242718,3/20/2020,3/22/2020,,,
4/8/2020,Monroe,New York,651,27,yes,yes,43.14645429,-77.69609238,0.087986579,0.18055773,0.040516698,0.209962215,0.224226804,0.228658537,0.103136148,0.107813904,0.137677572,0.469769224,0.646844292,0.032491782,0.114435379,0.174536425,0.470873786,3/20/2020,3/22/2020,,,
4/8/2020,Montgomery,New York,18,1,yes,yes,42.90230046,-74.43971743,0.005314371,0.085720723,0.00429191,0.284067102,0.371134021,0.460365854,0.060782865,0.288577595,0.267486714,0.158777918,0.624454562,0.006036763,0.158026009,0.048199768,0.747572816,3/20/2020,3/22/2020,,,
4/8/2020,Nassau,New York,18548,701,yes,yes,40.73280388,-73.58640866,0.15978613,0.041563463,0.169620175,0,0.074742268,0.216463415,0.045799761,0.185367856,0.031676508,0.161021484,0.501408139,0.068391252,0.130967825,0.461972846,0.038834951,3/20/2020,3/22/2020,,,
4/8/2020,New York City,New York,83673,6441,yes,yes,40.66,-73.94,0.999444928,0.047779707,0.999902564,0.115944719,0.021044565,0.26816538,0.100188963,0.450737079,0.091869734,0.918101019,0,0.072591181,0.059212873,0.252743303,0.73202025,3/20/2020,3/22/2020,,,
4/8/2020,Niagara,New York,143,0,yes,yes,43.20006976,-78.74525183,0.024660596,0.130223944,0.014455161,0.298239871,0.329896907,0.411585366,0.235875414,0.157248553,0.28126435,0.585277606,0.708587922,0.005980371,0.172466489,0.120329208,0.40776699,3/20/2020,3/22/2020,,,
4/8/2020,Oneida,New York,125,2,yes,yes,43.24174577,-75.43585143,0.026963135,0.387749254,0.006745349,0.300010747,0.319587629,0.304878049,0.104924467,0.22612567,0.161252828,0.39717256,0.65579631,0.014238576,0.162727533,0.102106612,0.558252427,3/20/2020,3/22/2020,,,
4/8/2020,Onondaga,New York,377,9,yes,yes,43.00582128,-76.19463912,0.054757166,0.225793787,0.021323921,0.242444124,0.226804124,0.18597561,0.158666404,0.150333184,0.099283686,0.455076202,0.632259335,0.027379837,0.107440211,0.175157195,0.485436893,3/20/2020,3/22/2020,,,
4/8/2020,Ontario,New York,39,0,yes,yes,42.85285712,-77.29982237,0.012379282,0.1756506,0.005956677,0.150527866,0.317010309,0.231707317,0.12489934,0.076904755,0.090598911,0.177313466,0.670264084,0.03139923,0.200207502,0.20116945,0.247572816,3/20/2020,3/22/2020,,,
4/8/2020,Orange,New York,3865,68,yes,yes,41.40214154,-74.30554519,0.043907671,0.238448946,0.016403369,0.209458494,0.25,0.304878049,0.068325649,0.225311001,0.088799906,0.33222438,0.567809256,0.035747102,0.01115153,0.196123193,0.359223301,3/20/2020,3/22/2020,,,
4/8/2020,Orleans,New York,16,0,yes,yes,43.25208588,-78.23121606,0.004400989,0.081296492,0.003721142,0.311065993,0.448453608,0.521341463,0.082076544,0.212262146,0.236880541,0.208689583,0.631405954,0.005786695,0.135936401,0.037126036,0.504854369,3/20/2020,3/22/2020,,,
4/8/2020,Oswego,New York,34,0,yes,yes,43.42693252,-76.14136255,0.013686662,0.290451273,0.004414078,0.394752548,0.345360825,0.341463415,0.164130848,0.178433553,0.315279741,0.275903891,0.65735527,0.010739413,0.085455557,0.056189675,0.63592233,3/20/2020,3/22/2020,,,
4/8/2020,Otsego,New York,38,2,yes,yes,42.63376255,-75.03259838,0.006651177,0.309144342,0.002071235,0.228919893,0.229381443,0.210365854,0.138360994,0.169071915,0.150583948,0.16845435,0.566048709,0.032043694,0.240396734,0.070307181,0.538834951,3/20/2020,3/22/2020,,,
4/8/2020,Putnam,New York,403,15,yes,yes,41.42667122,-73.74948182,0.011192559,0.021223411,0.015279451,0.075197573,0.06443299,0.161585366,0.198703073,0.135649216,0.054545087,0,0.592376714,0.063688531,0.118117692,0.410809404,0,3/20/2020,3/22/2020,,,
4/8/2020,Rensselaer,New York,91,1,yes,yes,42.71108726,-73.50971957,0.018348229,0.178777948,0.008636899,0.178566872,0.24742268,0.164634146,0.107963757,0.09086548,0.083728663,0.433801626,0.647030586,0.021626599,0.105069589,0.201269574,0.349514563,3/20/2020,3/22/2020,,,
4/8/2020,Rockland,New York,6413,98,yes,yes,41.15238484,-74.02405399,0.037573442,0,0.066171998,0.05026607,0.06443299,0.280487805,0,0.26158672,0.060647011,0.123291586,0.524445297,0.07178577,0.064702095,0.281929593,0.451456311,3/20/2020,3/22/2020,,,
4/8/2020,Saratoga,New York,167,1,yes,yes,43.10738859,-73.8638993,0.026026119,0.237583135,0.009795502,0.190908302,0.134020619,0.137195122,0.170321934,0,0.029264754,0.091613943,0.66951726,0.045817494,0.142699721,0.3224999,0.058252427,3/20/2020,3/22/2020,,,
4/8/2020,Schenectady,New York,149,9,yes,yes,42.81813596,-74.05857312,0.017743878,0.011618941,0.026867517,0.156076579,0.229381443,0.216463415,0.119924357,0.127409737,0.101689552,0.644330348,0.652798298,0.021452698,0.110274226,0.154872041,0.330097087,3/20/2020,3/22/2020,,,
4/8/2020,Schoharie,New York,12,0,yes,yes,42.58822526,-74.44211595,0.003187204,0.167348434,0.001716851,0.201198789,0.394329897,0.307926829,0.096398182,0.172837522,0.21941705,0.069482159,0.620758816,0.041918867,0.261952365,0.083303296,0.432038835,3/20/2020,3/22/2020,,,
4/8/2020,Schuyler,New York,4,0,yes,yes,42.39381238,-76.87517411,0.001611801,0.05780872,0.001892104,0.266944034,0.296391753,0.283536585,0.094974859,0.177498708,0.262826541,0.038314871,0.603304359,0.011190971,0.245324444,0.070607553,0.45631068,3/20/2020,3/22/2020,,,
4/8/2020,Seneca,New York,12,0,yes,yes,42.78106207,-76.82378508,0.003585339,0.056082962,0.00375843,0.246483078,0.451030928,0.460365854,0.123688267,0.298967872,0.080077479,0.258575054,0.633452132,0.004264224,0.177441782,0.084144339,0.349514563,3/20/2020,3/22/2020,,,
4/8/2020,St. Lawrence,New York,69,0,yes,yes,44.49640532,-75.06908479,0.01262497,0.935262625,0.001385544,0.329659311,0.31443299,0.417682927,0.211848302,0.304114633,0.337342128,0.164965161,0.60209057,0.023137822,0.120118269,0.036745564,0.67961165,3/20/2020,3/22/2020,,,
4/8/2020,Steuben,New York,82,3,yes,yes,42.26781771,-77.38378967,0.011044012,0.454275905,0.002417134,0.223124539,0.335051546,0.341463415,0.096986023,0.276105457,0.233960069,0.218304862,0.638640168,0.018526325,0.192205381,0.107172894,0.480582524,3/20/2020,3/22/2020,,,
4/8/2020,Suffolk,New York,15844,328,yes,yes,40.86546056,-72.85272469,0.176487814,0.275563347,0.058440051,0.074876673,0.100515464,0.259146341,0.055968807,0.199583453,0.077805548,0.127838908,0.628454721,0.041963878,0.102172823,0.346449598,0.101941748,3/20/2020,3/22/2020,,,
4/8/2020,Sullivan,New York,279,7,yes,yes,41.71643337,-74.76811954,0.008404789,0.296607143,0.002692526,0.263047112,0.304123711,0.362804878,0.047606702,0.329348897,0.113485227,0.35971551,0.65628074,0.009161731,0.166021969,0.111938804,0.577669903,3/20/2020,3/22/2020,,,
